ID,Address,AssessedValue
1968,45 THOMPSON ST,268700
1969,43 THOMPSON ST ,274000
1970,41 1/2 THOMPSON ST,243000
1971,41 THOMPSON ST,252600
1972,39 THOMPSON ST,220300
1973,37 THOMPSON ST,278400
1975, THOMPSON ST,400
1976,35 THOMPSON ST,198400
1977,33 THOMPSON ST ,262600
1978,29 THOMPSON ST ,77700
1979,21 THOMPSON ST ,8980500
1980,40 THOMPSON ST,249800
1981,27 MECHANIC ST,366900
1982,44 THOMPSON ST,318900
1983,48 THOMPSON ST,250800
1984,50 THOMPSON ST,320500
1985,20 MARGARET ST,289200
1987,70 HIGH ST,433900
1988,6 WILBRAHAM RD,288600
1989,7 LONGVIEW DR ,333800
1990,5 LONGVIEW DR,469800
1991,3 LONGVIEW DR ,224000
1992,7 WILBRAHAM RD,299400
1993,3 WILBRAHAM RD ,251400
1994,1 WILBRAHAM RD,334800
1995, WILBRAHAM RD,5200
1996,69 HIGH ST,258200
1998,53 THOMPSON ST,226200
2000,22 MARGARET ST,257300
2001,24 MARGARET ST,299900
2003,26 MARGARET ST,265100
2006,28 MARGARET ST,233500
2007, MARGARET ST,500
2008,30 MARGARET ST,299900
2009,32 MARGARET ST,290300
2010,34 MARGARET ST,365100
2011,12 HIGH ST,553500
2012,26 PARK RD ,417500
2013,20 HIGH ST,349300
2015, PARK RD,72700
2016,PARK RD ,73300
2018,26 HIGH ST,418100
2019,30 HIGH ST,512900
2020,HIGH ST ,59400
2021,40 HIGH ST,264800
2022,46 HIGH ST,197500
2023,50 HIGH ST,282200
2024,54 HIGH ST ,249600
2027,58 HIGH ST,265700
2028,60 HIGH ST,198000
2029,64 HIGH ST ,281300
2030, HIGH ST,257400
2031,68 HIGH ST,180400
2033,16 WILBRAHAM RD,295700
2034, HIGH ST,9300
2035,65 HIGH ST,202400
2037,63 HIGH ST,208800
2038,61 HIGH ST ,265700
2039,59   1/2 HIGH ST ,131500
2040,59 HIGH ST ,282800
2041,10 MARGARET ST ,323000
2042,57 HIGH ST,236100
2043,53 HIGH ST,256800
2044,8 MARGARET ST,241800
2045,12 MARGARET ST,300200
2046,17 MARGARET ST,341600
2047,15 MARGARET ST,242300
2048,18 MECHANIC ST ,315300
2049,22 MECHANIC ST,451900
2050,13 MARGARET ST,258200
2051,7 MARGARET ST ,8500
2052,5 MARGARET ST,240600
2053,3 MARGARET ST ,249500
2054,45 HIGH ST ,220300
2055,39 HIGH ST ,329600
2056,4 MECHANIC ST,468500
2057,14 MECHANIC ST ,277500
2058,16 MECHANIC ST ,224700
2059,24 MECHANIC ST,343300
2060,26 MECHANIC ST ,294100
2061,25 MECHANIC ST,215000
2062,23   1/2 MECHANIC ST ,225200
2063,23 MECHANIC ST ,262300
2064,21 MECHANIC ST,223900
2065,19 MECHANIC ST ,304300
2066, MILL ST,5500
2067,15 MILL ST,166100
2068,11 MILL ST,281900
2069,9 MILL ST,245500
2070, THOMPSON ST,44200
2071,17 THOMPSON ST ,299100
2072,15 THOMPSON ST ,229100
2073,9 THOMPSON ST,299000
2074,6 MILL ST,330780
2075,8 MILL ST ,105400
2076,41 HARRISON AVE,301400
2077,39 HARRISON AVE,266200
2079,33 HARRISON AVE,274000
2081,31 HARRISON AVE,225800
2082,29 HARRISON AVE,278900
2083,27 HARRISON AVE,236400
2084,25 HARRISON AVE ,300000
2085,23 HARRISON AVE,309000
2086,19 HARRISON AVE ,341400
2087,15 HARRISON AVE,360800
2088,5 HARRISON AVE ,282900
2089,3 HARRISON AVE,205800
2090,49 MAIN ST ,472900
2091,MAIN ST ,72700
2092,33 MAIN ST,347400
2093,25 MAIN ST,377800
2094,29 MAIN ST,242900
2096,23 MAIN ST ,359100
2098,34 MAIN ST,260300
2099,36 MAIN ST ,396100
2100,40 MAIN ST,214100
2101,42 MAIN ST ,274900
2102,MAIN ST ,7400
2103,48 MAIN ST ,480700
2104,49 WASHINGTON ST,237200
2105,45 WASHINGTON ST,207400
2106,51 MAIN ST,260900
2107,4 HARRISON AVE ,295800
2108,6 HARRISON AVE ,237100
2109,10 HARRISON AVE,268600
2110,12 HARRISON AVE,275100
2111,16 HARRISON AVE,319300
2113,20 HARRISON AVE,287200
2114,7 PLEASANT ST ,235100
2115,2 PLEASANT ST ,254000
2116,28 HARRISON AVE ,276900
2117,34 HARRISON AVE ,294800
2118,36 HARRISON AVE ,190200
2119,38 HARRISON AVE,148700
2120,40 HARRISON AVE,204600
2121,16 MILL ST,219000
2122,18 MILL ST,218500
2123,27 FLYNT AVE,237300
2124,25 FLYNT AVE ,280900
2125,23 FLYNT AVE,262500
2126,21 FLYNT AVE,259500
2127,19 FLYNT AVE,253700
2128,13 FLYNT AVE,278500
2129,11 FLYNT AVE ,287900
2130,7 FLYNT AVE ,281600
2131,5 PLEASANT ST ,326900
2132,3 PLEASANT ST ,436200
2133,2 FLYNT AVE,437900
2134,6 FLYNT AVE,353300
2135,10 FLYNT AVE,361200
2136,14 FLYNT AVE ,319500
2137,18 FLYNT AVE,316200
2138,24 FLYNT AVE ,208300
2139,26 FLYNT AVE ,291300
2140,30 FLYNT AVE,297900
2141,32 FLYNT AVE ,336400
2142,22 MILL ST,181200
2143,24 MILL ST,169000
2144,15 MECHANIC ST ,276300
2145,9 MECHANIC ST,491800
2146,7 MECHANIC ST ,287200
2147,1 MECHANIC ST,241900
2148,5 SPRING ST ,384300
2149,4 SPRING ST ,153000
2150,37 HIGH ST ,311900
2151,33 HIGH ST,328600
2152,29 HIGH ST,317300
2153,25 HIGH ST,284600
2154,23 HIGH ST ,279600
2155,21 HIGH ST ,434000
2156,15 HIGH ST ,428500
2157,11 HIGH ST ,413800
2158,11 FOUNTAIN ST,314500
2159,7 FOUNTAIN ST ,341100
2162,3 FOUNTAIN ST,380700
2163,59 MAIN ST ,241000
2165,55 MAIN ST ,238400
2166,52 MAIN ST,248700
2167,42 WASHINGTON ST ,190200
2168,MAIN ST ,400
2169,56 MAIN ST,290800
2170,40 WASHINGTON ST ,223600
2171,64 MAIN ST ,227000
2172,60 MAIN ST ,285000
2173,68 MAIN ST ,308300
2175,70 MAIN ST,554500
2176,74 MAIN ST,359200
2177,80 MAIN ST ,256700
2178,82 MAIN ST,346400
2179,86 MAIN ST,289900
2181,90 MAIN ST ,513100
2182,94 MAIN ST ,236000
2183,22 WASHINGTON ST ,248300
2185,96 MAIN ST ,79700
2186,98 MAIN ST ,449400
2187,100 MAIN ST,415100
2188,102 MAIN ST,287700
2189,105 MAIN ST ,1137700
2190,103 MAIN ST,381900
2191,103 R MAIN ST ,290100
2192,99 MAIN ST ,311100
2193,97 MAIN ST ,400400
2194,95 MAIN ST,310200
2195,91 MAIN ST ,271900
2196,89 MAIN ST,362300
2197,87 MAIN ST ,445500
2199,2 HIGH ST,1382100
2201,2 ELY RD ,568600
2203,5 HIGH ST,1920700
2205,30 PARK RD ,76300
2206,HIGH ST ,75200
2207,6 HIGH ST ,433600
2208,14 ELY RD ,495100
2210,24 ELY RD,399500
2211,28 ELY RD,334200
2212,34 ELY RD,478700
2213,38 ELY RD ,472600
2214,35 ELY RD,600300
2215,27 ELY RD ,349000
2216,PARK RD ,21800
2217,21 ELY RD,405400
2218,15 ELY RD,370900
2219,11 ELY RD,334600
2220,7 ELY RD,248200
2221,5 ELY RD ,295800
2222,3 ELY RD,246100
2223,25 PARK RD,286300
2224,75 ELY RD ,341500
2225,28 PARADISE LAKE RD ,479000
2226,24 PARADISE LAKE RD,463100
2227,20 PARADISE LAKE RD,595100
2228,16 PARADISE LAKE RD ,642700
2229,6 PARADISE LAKE RD,476100
2230,79 ELY RD ,373700
2231,87 ELY RD,444100
2232,89 ELY RD ,28000
2233,12 PARADISE LAKE RD,379200
2234,19 PARADISE LAKE RD,495300
2235,3 PARADISE LAKE RD,373400
2236,42 ELY RD ,703600
2237,40 ELY RD ,736800
2238,56 ELY RD,299800
2239,50 ELY RD ,398900
2240,66 ELY RD ,394700
2241,7 HIGHLAND AVE,325800
2242, BRIDGE ST,41400
2243,24 BRIDGE ST,206900
2244,19 BRIDGE ST,215800
2245,LOWER HAMPDEN RD,52000
2246,141 ELY RD,424500
2247,133 ELY RD,641200
2248,129 ELY RD ,906900
2249,53 LOWER HAMPDEN RD,319400
2250,47 LOWER HAMPDEN RD,241100
2251,39 LOWER HAMPDEN RD ,386600
2253,31 LOWER HAMPDEN RD ,281100
2254,27 LOWER HAMPDEN RD,265400
2255,23 LOWER HAMPDEN RD,293600
2256,19 LOWER HAMPDEN RD,228000
2257,23 HIGHLAND AVE,265000
2259,21 HIGHLAND AVE,331100
2260,19 HIGHLAND AVE,249100
2261,HIGHLAND AVE ,2500
2262,17 HIGHLAND AVE ,410900
2263,15 HIGHLAND AVE,319200
2264,11 HIGHLAND AVE ,58000
2265,3 HIGHLAND AVE,208300
2266,3 A HIGHLAND AVE,226500
2267,39 BRIDGE ST ,210500
2268,37 BRIDGE ST ,203300
2269,37R BRIDGE ST ,321900
2270,31 BRIDGE ST,218200
2271,34 BRIDGE ST ,236400
2272,36 BRIDGE ST ,259700
2273,40 BRIDGE ST ,199300
2274,42 BRIDGE ST ,398700
2275,46 BRIDGE ST,214100
2276,48 BRIDGE ST ,208400
2277,MAIN ST,8100
2278, BLISS ST,79000
2279,22 BLISS ST ,78900
2282,10 ELM ST ,244400
2283,14 ELM ST,249500
2284,16 ELM ST,238800
2286,18 G ELM ST ,268600
2288,20 ELM ST ,389500
2289,31 ELM ST,213800
2290,29 ELM ST ,280000
2292,21 ELM ST,357900
2293,19 ELM ST ,318300
2294,17 ELM ST,300000
2295,15 ELM ST ,305500
2296,9 ELM ST ,300800
2298,1 ELM ST ,441800
2299,6 LOWER HAMPDEN RD,323000
2302,1 LOWER HAMPDEN RD ,267300
2303,53 BRIDGE ST,268100
2304,51 BRIDGE ST,257200
2305,2 HIGHLAND AVE,226600
2306,HIGHLAND AVE ,2300
2307, BRIDGE ST,61100
2308,24 HIGHLAND AVE,385500
2309,16 HIGHLAND AVE ,368100
2310,20 HIGHLAND AVE,254500
2311,22 HIGHLAND AVE ,285800
2312,14 HIGHLAND AVE ,520700
2313,11 LOWER HAMPDEN RD ,220400
2314,5 LOWER HAMPDEN RD,328100
2315,10 LOWER HAMPDEN RD,286600
2316,14 LOWER HAMPDEN RD ,236900
2317,16 LOWER HAMPDEN RD ,234100
2319,18 LOWER HAMPDEN RD,271600
2320,22 LOWER HAMPDEN RD ,251900
2321,24 LOWER HAMPDEN RD ,291600
2322,26 LOWER HAMPDEN RD ,374300
2323,28 LOWER HAMPDEN RD,283200
2324,30 LOWER HAMPDEN RD ,426700
2325, LOWER HAMPDEN RD,1700
2326,LOWER HAMPDEN RD,122800
2328,35 BUMSTEAD RD ,99900
2329,29 BUMSTEAD RD,242500
2330, BUMSTEAD RD,84100
2331,23 BUMSTEAD RD,362000
2332,5 BUMSTEAD RD ,31900
2333,45 ELM ST ,370700
2334,33 ELM ST ,264300
2335,35 ELM ST,280900
2336,32 ELM ST ,152000
2337,ELM ST ,45000
2338,18 R ELM ST ,456200
2339,MAPLE ST ,8100
2340, MAPLE ST,8100
2341,14 MAPLE ST ,284000
2342,12 MAPLE ST ,301400
2343,MAPLE ST ,2900
2344,4 BUMSTEAD RD,359600
2345,12 BUMSTEAD RD ,274200
2346,BUMSTEAD RD ,37400
2347,11 ROBBINS RD,445900
2348,1 STAFFORD RD ,423800
2349,3 ROBBINS RD,262600
2350, BUMSTEAD RD,73300
2351,34 BUMSTEAD RD,270700
2353, STAFFORD RD,6000
2354,49 STAFFORD RD ,527000
2355,51 STAFFORD RD ,382000
2356,55 STAFFORD RD,302900
2357,6 PINEVIEW DR ,318600
2358,PINEVIEW DR ,83000
2359,43 STAFFORD RD,408100
2360,41 STAFFORD RD ,210300
2362,39 STAFFORD RD,193700
2363, STAFFORD RD,6100
2364,35 STAFFORD RD,314900
2365,SUNNYBROOK DR ,59700
2367,9 PINEVIEW DR,289700
2369,2 SUNNYBROOK DR,234100
2370,4 SUNNYBROOK DR,332500
2371,8 SUNNYBROOK DR,265300
2372, SUNNYBROOK DR,300
2373,5 SUNNYBROOK DR ,254100
2374,3 PINEVIEW DR ,365100
2375,31 STAFFORD RD ,288200
2376,29 STAFFORD RD,287400
2377,17 STAFFORD RD,370400
2378,12 ROBBINS RD ,258300
2379,14 ROBBINS RD ,281900
2380,18 ROBBINS RD ,491800
2381,24 ROBBINS RD ,266200
2382,30 ROBBINS RD,403900
2383,34 ROBBINS RD,400100
2384,38 ROBBINS RD ,110600
2385,40 ROBBINS RD ,285000
2386,48 ROBBINS RD ,472300
2387,40 BUMSTEAD RD,277200
2389,42 BUMSTEAD RD ,149300
2390,48 BUMSTEAD RD,436000
2391,50 BUMSTEAD RD,354900
2392,54 BUMSTEAD RD,253900
2393,60 BUMSTEAD RD ,231100
2394,55 ROBBINS RD ,414200
2395,49 ROBBINS RD,370500
2396,45 ROBBINS RD,321300
2397,43 ROBBINS RD ,487200
2398,41 ROBBINS RD,294500
2399,33 ROBBINS RD,262800
2400,29 ROBBINS RD,657100
2401,25 ROBBINS RD,251700
2402,23 ROBBINS RD,467200
2403,19 ROBBINS RD,333700
2404,10 ROBBINS RD ,402100
2407,58 STAFFORD RD,309300
2408,68 STAFFORD RD,95200
2409,STAFFORD RD ,77300
2410,72 STAFFORD RD,392900
2411,STAFFORD RD ,96700
2414, STAFFORD RD,22600
2415,102 STAFFORD RD,330500
2416, STAFFORD RD,5200
2418,83 STAFFORD RD,285000
2419,65 STAFFORD RD ,330700
2420,57 STAFFORD RD ,331500
2421,157 STAFFORD RD,239600
2422,149 STAFFORD RD,319100
2423,143 STAFFORD RD ,466300
2424,139 STAFFORD RD ,359300
2425,137 STAFFORD RD,239700
2426,129 STAFFORD RD ,277300
2427,127 STAFFORD RD,478500
2428, STAFFORD RD,85300
2429, STAFFORD RD,90800
2430,113 STAFFORD RD ,261300
2431,118 STAFFORD RD ,516800
2432,126 STAFFORD RD ,292200
2433,122 STAFFORD RD,302800
2434,136 STAFFORD RD,185600
2435, STAFFORD RD,7400
2436,142 STAFFORD RD,30400
2437,144 STAFFORD RD,181700
2439,150 STAFFORD RD ,266500
2440, STAFFORD RD,95600
2443,168 STAFFORD RD ,335200
2444,CEDAR SWAMP RD,806000
2447,75 PECK BROS RD ,436276
2450,69 PECK BROS RD ,365600
2453,124 PECK BROS RD ,331800
2454,88 PECK BROS RD,359500
2456,84 PECK BROS RD ,438500
2459,92 PECK BROS RD,357000
2460,96 PECK BROS RD ,325400
2461,100 PECK BROS RD,302500
2462,112 PECK BROS RD ,168800
2463,114 PECK BROS RD ,253300
2465,118 PECK BROS RD ,277000
2466,122 PECK BROS RD ,341400
2467,126 PECK BROS RD,334600
2468,129 PECK BROS RD,382800
2469,125 PECK BROS RD,450400
2470,121 PECK BROS RD ,606400
2471,119 PECK BROS RD,269800
2472,107 PECK BROS RD ,366500
2473,45V STAFFORD HOLLOW RD ,79800
2474,49 STAFFORD HOLLOW RD,428200
2475,41 STAFFORD HOLLOW RD,274900
2476,35 STAFFORD HOLLOW RD ,277500
2477,54 STAFFORD HOLLOW RD ,183700
2478,36 STAFFORD HOLLOW RD,370600
2479,40 STAFFORD HOLLOW RD ,323200
2480,105 STAFFORD HOLLOW RD ,298200
2481,126 STAFFORD HOLLOW RD ,435900
2482,94 STAFFORD HOLLOW RD ,474900
2483,STAFFORD HOLLOW RD ,10300
2485,91 STAFFORD HOLLOW RD ,502400
2487,143 PECK BROS RD,507400
2488,87 STAFFORD HOLLOW RD,396000
2489,79 STAFFORD HOLLOW RD ,315200
2490,77 STAFFORD HOLLOW RD,308900
2491,69 STAFFORD HOLLOW RD ,163900
2492,65 STAFFORD HOLLOW RD,417100
2493,70 STAFFORD HOLLOW RD,304600
2494,55 STAFFORD HOLLOW RD,251700
2495,66 STAFFORD HOLLOW RD,327200
2496,61 STAFFORD HOLLOW RD ,306000
2497,74 STAFFORD HOLLOW RD,274400
2498,76 STAFFORD HOLLOW RD ,264100
2499,STAFFORD HOLLOW RD ,56400
2500,141 PECK BROS RD,355400
2501,135 PECK BROS RD ,318400
2502,PECK BROS RD ,74400
2503,136 PECK BROS RD,280500
2504,140 PECK BROS RD,422400
2505,130 STAFFORD HOLLOW RD,467400
2506,146 STAFFORD HOLLOW RD,425300
2507,150 STAFFORD HOLLOW RD ,491300
2508,STAFFORD HOLLOW RD ,102200
2509,138 STAFFORD HOLLOW RD,259600
2510,149 STAFFORD HOLLOW RD,85600
2512,139 STAFFORD HOLLOW RD ,430700
2513,135 STAFFORD HOLLOW RD ,134800
2514,127 STAFFORD HOLLOW RD ,461800
2515,121 STAFFORD HOLLOW RD ,246400
2516,117 STAFFORD HOLLOW RD ,323000
2517,STAFFORD RD ,22500
2520,27 HOSPITAL RD,175000
2521,15 HOSPITAL RD ,265800
2522,PALMER RD ,0
2523,PALMER RD ,5500
2524,263 PALMER RD ,305600
2525,251 PALMER RD,376700
2526,6 SILVA ST ,201900
2527,8 SILVA ST,259300
2528,10 SILVA ST,217300
2529,12 SILVA ST,284300
2530,14 SILVA ST,194700
2531,18 SILVA ST,232000
2534,268 PALMER RD ,2000000
2535,13 SILVA ST ,293800
2536,11 SILVA ST,269000
2537,9 SILVA ST ,249400
2538,7 SILVA ST,256200
2539,5 SILVA ST ,232000
2540,260 PALMER RD ,289500
2541,266 PALMER RD ,218300
2542,6 HOSPITAL RD ,212900
2543,8 HOSPITAL RD,205200
2544,10 HOSPITAL RD ,305800
2545,14 HOSPITAL RD ,202900
2546,18 HOSPITAL RD ,220200
2547,24 HOSPITAL RD ,175700
2548,32 HOSPITAL RD,280100
2549,34 HOSPITAL RD,214400
2550,34 B HOSPITAL RD,367400
2551,34 D HOSPITAL RD,11000
2552,34 E HOSPITAL RD,19300
2553,34 C HOSPITAL RD,183100
2554,HOSPITAL RD ,3200
2555,54 HOSPITAL RD,308000
2556,HOSPITAL RD ,400
2557,4 MAPLE LAWN DR,228100
2558,6 MAPLE LAWN DR,269600
2559,8 MAPLE LAWN DR ,270200
2560,10 MAPLE LAWN DR ,293800
2561,17 BUNYAN RD ,255900
2562,MAPLE LAWN DR ,8600
2563,11 MAPLE LAWN DR,280000
2565,7 MAPLE LAWN DR,235300
2566,3 MAPLE LAWN DR,330900
2567,250 PALMER RD ,629900
2568,50 BUNYAN RD ,669300
2569,40 BUNYAN RD,309500
2570,53 BUNYAN RD ,657700
2571,BUNYAN RD ,1500
2572,39 BUNYAN RD ,378800
2574,35 BUNYAN RD,224400
2575,31 BUNYAN RD ,296300
2576, BUNYAN RD,7800
2577,21 BUNYAN RD ,375700
2578, BUNYAN RD,24900
2579,BUNYAN RD ,3200
2580,26 BUNYAN RD ,416000
2581,32 BUNYAN RD ,231700
2582,62 BUNYAN RD ,390500
2583,13 UPPER PALMER RD ,324200
2584,108 PALMER RD,168900
2588,54 PALMER RD ,347000
2589,56 PALMER RD,277600
2590,60 PALMER RD,279300
2591,4 COUNTRY CLUB DR,327000
2592,6 COUNTRY CLUB DR ,318700
2593,10 COUNTRY CLUB DR,322800
2594,14 COUNTRY CLUB DR,445300
2595,16 COUNTRY CLUB DR ,408500
2597,20 COUNTRY CLUB DR ,368500
2598,22 COUNTRY CLUB DR ,201900
2599,24 COUNTRY CLUB DR,422200
2600,28 COUNTRY CLUB DR ,366100
2601,32 COUNTRY CLUB DR ,505200
2602,34 COUNTRY CLUB DR ,408800
2603,38 COUNTRY CLUB DR ,438400
2604, COUNTRY CLUB DR,81600
2605,39 COUNTRY CLUB DR ,401600
2606,35 COUNTRY CLUB DR ,363800
2607,33 COUNTRY CLUB DR,301200
2608,27 COUNTRY CLUB DR,333500
2609,2 COUNTRY CLUB LN ,321600
2610,21 COUNTRY CLUB DR,331500
2611,19 COUNTRY CLUB DR,359100
2613,17 COUNTRY CLUB DR,387800
2614,COUNTRY CLUB HGTS,82800
2615,2 COUNTRY CLUB HGTS,495100
2616,4 COUNTRY CLUB HGTS ,405000
2617,6 COUNTRY CLUB HGTS,404400
2618,16 COUNTRY CLUB HGTS,370700
2620,3 COUNTRY CLUB LN,393700
2621,4 COUNTRY CLUB LN ,346900
2623,28 COUNTRY CLUB HGTS,515600
2624,30 COUNTRY CLUB HGTS,426200
2625,34 COUNTRY CLUB HGTS,342400
2626,36 COUNTRY CLUB HGTS ,425200
2627,40 COUNTRY CLUB HGTS,488800
2628,39 COUNTRY CLUB HGTS,369300
2629,37 COUNTRY CLUB HGTS,313500
2630,35 COUNTRY CLUB HGTS ,349800
2631,31 COUNTRY CLUB HGTS,395700
2632,27 COUNTRY CLUB HGTS ,344500
2633,25 COUNTRY CLUB HGTS,403400
2634,23 COUNTRY CLUB HGTS ,451700
2636,17 COUNTRY CLUB HGTS,338300
2637,13 COUNTRY CLUB HGTS ,363300
2638,9 COUNTRY CLUB HGTS ,318500
2639,7 COUNTRY CLUB HGTS,316300
2640,5 COUNTRY CLUB HGTS,325200
2641,1 COUNTRY CLUB HGTS ,264300
2642,3 COUNTRY CLUB DR ,321000
2643,62 PALMER RD,334700
2644,66 PALMER RD ,288700
2645,70 PALMER RD ,1154800
2652,84 PALMER RD ,312100
2653,90 PALMER RD ,689300
2654,96 PALMER RD ,4500000
2656,152 BETHANY RD ,1625600
2659,132 BETHANY RD ,3852300
2662,129 BETHANY RD,99300
2663,127 BETHANY RD ,228500
2664,125 BETHANY RD ,229900
2665,123 BETHANY RD ,362800
2666,2 BETTY JEAN DR ,417700
2667,4 BETTY JEAN DR,214200
2668,6 BETTY JEAN DR ,281300
2669,40 COUNTRY CLUB DR ,568300
2670,21 BRIMFIELD RD ,334600
2671,23 BRIMFIELD RD,331700
2672, BRIMFIELD RD,83100
2673,9 BRIMFIELD RD,362900
2674,7 BRIMFIELD RD,268200
2675,5 BRIMFIELD RD ,266100
2676,3 BRIMFIELD RD,292900
2677,67 BETHANY RD,200500
2678,BETHANY RD ,5200
2679,20 CHESTNUT ST ,447200
2680,80 BETHANY RD,632600
2681,84 BETHANY RD ,400400
2682,88 BETHANY RD,529200
2683,16 CHESTNUT ST,244800
2687,74 BETHANY RD ,296200
2688,76 BETHANY RD ,249200
2689,96 BETHANY RD ,216800
2690,106 BETHANY RD ,79800
2691,7 BETTY JEAN DR ,317900
2692,5 BETTY JEAN DR,292500
2693,3 BETTY JEAN DR,340600
2694,1 BETTY JEAN DR ,288800
2695,BETHANY RD ,79000
2696,113 BETHANY RD ,467500
2697,BETHANY RD ,79000
2698,105 BETHANY RD ,89100
2700,103 BETHANY RD ,117300
2701,99 BETHANY RD ,243000
2702,97 BETHANY RD ,267900
2703,95 BETHANY RD ,79600
2705,91 BETHANY RD ,309400
2707,85 BETHANY RD ,738600
2708,BRIMFIELD RD ,4700
2709,BETHANY RD ,80800
2710,81 BETHANY RD ,288700
2711,79 BETHANY RD ,373500
2712,2 BRIMFIELD RD ,340900
2713, BRIMFIELD RD,1300
2714,4 BRIMFIELD RD,233800
2715,8 BRIMFIELD RD ,281200
2716,10 BRIMFIELD RD,215700
2717,12 BRIMFIELD RD ,230200
2718,14 BRIMFIELD RD,212900
2719,16 BRIMFIELD RD,234500
2720,18 BRIMFIELD RD ,241400
2721,22 BRIMFIELD RD ,248700
2722,26 BRIMFIELD RD,319000
2723,10 PALMER RD,252300
2724, PALMER RD,5300
2725,12 PALMER RD ,215700
2726,14 PALMER RD ,13400
2727,26 PALMER RD ,379800
2728,18 PALMER RD #MASTER,0
2729,8 WOODRIDGE RD ,296100
2730,10 WOODRIDGE RD ,346600
2731,14 WOODRIDGE RD,324000
2732,16 WOODRIDGE RD ,317300
2733,18 WOODRIDGE RD,314000
2734,20 WOODRIDGE RD,371400
2735,22 WOODRIDGE RD ,75700
2736,WOODRIDGE RD ,91500
2737,27 WOODRIDGE RD ,688700
2738,23 WOODRIDGE RD ,298200
2739,21 WOODRIDGE RD,517600
2740,19 WOODRIDGE RD,386900
2741,13 WOODRIDGE RD ,391600
2743,7 WOODRIDGE RD,342100
2744,5 WOODRIDGE RD,288800
2745,3 WOODRIDGE RD,249100
2746,30 PALMER RD ,291200
2748,38 PALMER RD ,336100
2749,40   1/2 PALMER RD ,440500
2751,42 PALMER RD,283400
2752,44 PALMER RD ,223300
2753,46 PALMER RD,0
2754,50 PALMER RD,240600
2755,52 PALMER RD,300400
2756,51 PALMER RD ,230800
2757,PALMER RD ,73600
2758,43 PALMER RD ,326900
2759,PALMER RD ,400
2760,31 PALMER RD,114400
2761,27 PALMER RD ,285500
2762,25 PALMER RD,260100
2763,9 PALMER RD ,200700
2764,17 PALMER RD ,267500
2766,18 PALMER RD UNIT #1,215600
2767,18 PALMER RD UNIT #2,216300
2768,18 PALMER RD UNIT #3,243700
2769,18 PALMER RD UNIT #4,243700
2770,18 PALMER RD UNIT #5,274000
2771,18 PALMER RD UNIT #6,270300
2772,18 PALMER RD UNIT #7,259500
2773,18 PALMER RD UNIT #8,256000
2774,18 PALMER RD UNIT #9,256000
2775,18 PALMER RD UNIT #10,256000
2776,18 PALMER RD UNIT #11,256800
2777,18 PALMER RD UNIT #12,260600
2778,18 PALMER RD UNIT #13,263100
2779,18 PALMER RD UNIT #14,271600
2780,18 PALMER RD UNIT #15,272200
2781,18 PALMER RD UNIT #16,270000
2782,18 PALMER RD UNIT #17,257500
2783,18 PALMER RD UNIT #18,303600
2784,18 PALMER RD UNIT #19,261400
2785,18 PALMER RD UNIT #20,299700
2786,18 PALMER RD UNIT #21,268500
2787,18 PALMER RD UNIT #22,269300
2788,18 PALMER RD UNIT #23,270400
2789,18 PALMER RD UNIT #24,356500
2791,21 MAIN ST ,381200
2792,19 MAIN ST ,219500
2793,THOMPSON ST ,90100
2794,7 MAIN ST,355600
2795,7 THOMPSON ST,226600
2796, THOMPSON ST,7600
2797, THOMPSON ST,5200
2798,3 MAIN ST,287600
2799,5 MAIN ST,262900
2800,1 MAIN ST ,295100
2801,2 PALMER RD,267800
2802,4 PALMER RD,270100
2803,6 PALMER RD ,254100
2804,8 PALMER RD,371300
2805,7 PALMER RD,307200
2806,5 PALMER RD ,231700
2807,2 CHESTNUT ST ,236000
2808,6 CHESTNUT ST,253200
2809,4 NORTH LN ,272800
2810,6 NORTH LN ,302200
2811,8 NORTH LN,255700
2812,10 NORTH LN ,324300
2813,9 NORTH LN ,253200
2814,3 NORTH LN,171500
2815,1 NORTH LN ,243300
2816,65 BETHANY RD ,368400
2818,63 BETHANY RD,658400
2819,61 BETHANY RD ,249700
2820,BETHANY RD ,72700
2821,1 PINE ST,266700
2822,7 PINE ST ,303500
2823,9 PINE ST,112300
2824,11 PINE ST ,393500
2825,15 PINE ST,476400
2826,BETHANY RD ,121800
2827,47 BETHANY RD ,357000
2828,2 PINE ST ,549200
2830,4 PINE ST ,359900
2831,6 PINE ST,357300
2832,8 PINE ST ,351900
2833,10 PINE ST ,384700
2834,45 BETHANY RD ,328300
2835,43 1/2 BETHANY RD #1/2,322800
2836,43 BETHANY RD,266100
2837,41A BETHANY RD ,86000
2838,41 BETHANY RD,289500
2840,WAYNE RD (OFF) ,5800
2841,37 BETHANY RD,281700
2842,38 BETHANY RD,246600
2843,36 BETHANY RD,220000
2844,40 BETHANY RD ,240100
2845,42 1/2 BETHANY RD,329800
2846,42 BETHANY RD ,274800
2847, BETHANY RD,5200
2848,46 BETHANY RD,515300
2849,7 BELMONT AVE,277000
2850,48 BETHANY RD ,408600
2851,19 CHESTNUT ST,502300
2852, CHESTNUT ST,16000
2853,3 CHESTNUT ST ,58900
2854,2 MAIN ST ,561000
2855,CHESTNUT ST ,2500
2856,4 MAIN ST ,350200
2857,8 MAIN ST,353700
2858,12 MAIN ST,307600
2859,14 MAIN ST ,314200
2860,20 MAIN ST ,316000
2861,4 BELMONT AVE,217100
